,init_node,term_node,capacity,length,free_flow_time,b,power,speed,toll,link_type
33,26,273,12600,1320,0.149068323,0.15,4,8855,0,1
34,26,274,12600,1320,0.149068323,0.15,4,8855,0,1
35,27,302,12600,1320,0.149068323,0.15,4,8855,0,1
36,27,303,12600,1320,0.149068323,0.15,4,8855,0,1
37,28,303,12600,1320,0.149068323,0.15,4,8855,0,1
38,28,304,12600,1320,0.149068323,0.15,4,8855,0,1
39,29,308,12600,1320,0.149068323,0.15,4,8855,0,1
40,29,337,12600,1320,0.149068323,0.15,4,8855,0,1
41,30,340,12600,1320,0.149068323,0.15,4,8855,0,1
42,30,341,12600,1320,0.149068323,0.15,4,8855,0,1
43,31,329,12600,1320,0.149068323,0.15,4,8855,0,1
44,31,330,12600,1320,0.149068323,0.15,4,8855,0,1
45,32,332,12600,1320,0.149068323,0.15,4,8855,0,1
46,32,333,12600,1320,0.149068323,0.15,4,8855,0,1
47,33,337,12600,1320,0.149068323,0.15,4,8855,0,1
48,33,361,12600,1320,0.149068323,0.15,4,8855,0,1
49,34,369,12600,1320,0.149068323,0.15,4,8855,0,1
50,34,385,12600,1320,0.149068323,0.15,4,8855,0,1
51,35,373,12600,1320,0.149068323,0.15,4,8855,0,1
52,35,389,12600,1320,0.149068323,0.15,4,8855,0,1
53,36,378,12600,1320,0.149068323,0.15,4,8855,0,1
54,36,394,12600,1320,0.149068323,0.15,4,8855,0,1
55,37,401,12600,1320,0.149068323,0.15,4,8855,0,1
56,37,402,12600,1320,0.149068323,0.15,4,8855,0,1
57,38,406,12600,1320,0.149068323,0.15,4,8855,0,1
58,38,407,12600,1320,0.149068323,0.15,4,8855,0,1
59,39,266,5400,3854,1.459848485,0.15,4,2640,0,1
60,39,267,5400,3854,1.459848485,0.15,4,2640,0,1
61,40,268,5400,3485,1.320075758,0.15,4,2640,0,1
62,40,269,5400,3485,1.320075758,0.15,4,2640,0,1
63,41,273,5400,2640,1.0,0.15,4,2640,0,1
64,41,274,5400,2640,1.0,0.15,4,2640,0,1
65,42,302,5400,2640,1.0,0.15,4,2640,0,1
66,42,303,5400,2640,1.0,0.15,4,2640,0,1
67,43,303,5400,4066,1.540151515,0.15,4,2640,0,1
68,43,304,5400,4066,1.540151515,0.15,4,2640,0,1
69,44,308,5400,2640,1.0,0.15,4,2640,0,1
70,44,337,5400,7920,3.0,0.15,4,2640,0,1
71,45,340,5400,2640,1.0,0.15,4,2640,0,1
72,45,341,5400,2640,1.0,0.15,4,2640,0,1
73,46,329,5400,2640,1.0,0.15,4,2640,0,1
74,46,330,5400,2640,1.0,0.15,4,2640,0,1
75,47,332,5400,2429,0.920075758,0.15,4,2640,0,1
76,47,333,5400,2482,0.940151515,0.15,4,2640,0,1
77,48,337,5400,2640,1.0,0.15,4,2640,0,1
78,48,361,5400,2640,1.0,0.15,4,2640,0,1
79,49,369,5400,2640,1.0,0.15,4,2640,0,1
80,49,385,5400,2640,1.0,0.15,4,2640,0,1
81,50,373,5400,2640,1.0,0.15,4,2640,0,1
82,50,389,5400,2640,1.0,0.15,4,2640,0,1
83,51,378,5400,2640,1.0,0.15,4,2640,0,1
84,51,394,5400,2640,1.0,0.15,4,2640,0,1
85,52,401,5400,2640,1.0,0.15,4,2640,0,1
86,52,402,5400,2640,1.0,0.15,4,2640,0,1
87,53,406,5400,2851,1.079924242,0.15,4,2640,0,1
88,53,407,5400,2798,1.059848485,0.15,4,2640,0,1
89,54,56,9000,1320,0.333333333,0.15,4,3960,0,1
90,54,230,9000,1320,0.333333333,0.15,4,3960,0,1
91,55,59,9000,1320,0.333333333,0.15,4,3960,0,1
92,56,102,9000,1320,0.333333333,0.15,4,3960,0,1
93,57,54,9000,1320,0.333333333,0.15,4,3960,0,1
94,57,235,9000,1320,0.333333333,0.15,4,3960,0,1
95,58,137,9000,1320,0.333333333,0.15,4,3960,0,1
96,58,145,9000,1320,0.333333333,0.15,4,3960,0,1
97,59,146,9000,1320,0.333333333,0.15,4,3960,0,1
98,60,102,9000,1320,0.333333333,0.15,4,3960,0,1
99,60,230,9000,1320,0.333333333,0.15,4,3960,0,1
100,61,136,9000,1320,0.333333333,0.15,4,3960,0,1
101,62,2,9000,5280,1.090458488,0.15,4,4842,0,1
102,63,62,7200,5280,1.090458488,0.15,4,4842,0,1
103,64,63,7200,2640,0.545229244,0.15,4,4842,0,1
104,64,189,7200,1320,0.333333333,0.15,4,3960,0,1
105,65,64,7200,1690,0.349029327,0.15,4,4842,0,1
106,66,65,7200,1109,0.229037588,0.15,4,4842,0,1
107,67,66,7200,1320,0.272614622,0.15,4,4842,0,1
108,67,260,1800,1320,0.5,0.15,4,2640,0,1
109,68,67,7200,8501,1.755679471,0.15,4,4842,0,1
110,69,68,7200,1320,0.272614622,0.15,4,4842,0,1
111,69,258,1800,1320,0.5,0.15,4,2640,0,1
112,70,69,7200,6811,1.406650145,0.15,4,4842,0,1
113,71,70,7200,1320,0.272614622,0.15,4,4842,0,1
114,71,255,1800,1320,0.5,0.15,4,2640,0,1
115,72,71,7200,1320,0.272614622,0.15,4,4842,0,1
116,73,72,7200,2270,0.468814539,0.15,4,4842,0,1
117,73,141,7200,1320,0.333333333,0.15,4,3960,0,1
118,74,73,7200,5280,1.090458488,0.15,4,4842,0,1
119,75,3,9000,5280,1.090458488,0.15,4,4842,0,1
120,76,75,7200,5280,1.090458488,0.15,4,4842,0,1
121,77,76,7200,2270,0.468814539,0.15,4,4842,0,1
122,77,141,7200,1320,0.333333333,0.15,4,3960,0,1
123,78,77,7200,1320,0.272614622,0.15,4,4842,0,1
124,79,78,7200,1320,0.272614622,0.15,4,4842,0,1
125,79,256,1800,1320,0.5,0.15,4,2640,0,1
126,80,79,7200,6811,1.406650145,0.15,4,4842,0,1
127,81,80,7200,1320,0.272614622,0.15,4,4842,0,1
128,81,259,1800,1320,0.5,0.15,4,2640,0,1
129,82,81,7200,8501,1.755679471,0.15,4,4842,0,1
130,83,82,7200,1320,0.272614622,0.15,4,4842,0,1
131,83,261,1800,1320,0.5,0.15,4,2640,0,1
132,84,83,7200,1109,0.229037588,0.15,4,4842,0,1
133,85,84,7200,1690,0.349029327,0.15,4,4842,0,1
134,86,85,7200,2640,0.545229244,0.15,4,4842,0,1
135,86,189,7200,1320,0.333333333,0.15,4,3960,0,1
136,87,86,7200,5280,1.090458488,0.15,4,4842,0,1
137,88,1,9000,5280,1.090458488,0.15,4,4842,0,1
138,89,88,7200,5280,1.090458488,0.15,4,4842,0,1
139,90,89,7200,1320,0.272614622,0.15,4,4842,0,1
140,90,293,1800,1320,0.5,0.15,4,2640,0,1
141,91,90,7200,1109,0.229037588,0.15,4,4842,0,1
142,92,91,7200,1531,0.316191656,0.15,4,4842,0,1
143,93,92,7200,1690,0.349029327,0.15,4,4842,0,1
144,93,183,7200,1320,0.333333333,0.15,4,3960,0,1
145,93,195,7200,1320,0.333333333,0.15,4,3960,0,1
146,94,93,7200,3379,0.697852127,0.15,4,4842,0,1
147,95,94,7200,1320,0.272614622,0.15,4,4842,0,1
148,95,290,1800,1320,0.5,0.15,4,2640,0,1
149,96,95,7200,6019,1.243081371,0.15,4,4842,0,1
150,97,96,7200,1320,0.272614622,0.15,4,4842,0,1
151,97,288,1800,1320,0.5,0.15,4,2640,0,1
152,98,97,7200,3010,0.621643949,0.15,4,4842,0,1
153,99,98,7200,1320,0.272614622,0.15,4,4842,0,1
154,99,283,1800,1320,0.5,0.15,4,2640,0,1
155,100,99,7200,1901,0.392606361,0.15,4,4842,0,1
156,101,100,7200,1320,0.272614622,0.15,4,4842,0,1
157,101,278,1800,1320,0.5,0.15,4,2640,0,1
158,102,101,7200,3749,0.774266832,0.15,4,4842,0,1
159,103,59,9000,1320,0.333333333,0.15,4,3960,0,1
160,103,61,9000,1320,0.333333333,0.15,4,3960,0,1
161,103,237,9000,1320,0.333333333,0.15,4,3960,0,1
162,104,103,7200,3749,0.774266832,0.15,4,4842,0,1
163,105,104,7200,1320,0.272614622,0.15,4,4842,0,1
164,105,279,1800,1320,0.5,0.15,4,2640,0,1
165,106,105,7200,1901,0.392606361,0.15,4,4842,0,1
166,107,106,7200,1320,0.272614622,0.15,4,4842,0,1
167,107,284,1800,1320,0.5,0.15,4,2640,0,1
168,108,107,7200,3010,0.621643949,0.15,4,4842,0,1
169,109,108,7200,1320,0.272614622,0.15,4,4842,0,1
170,109,289,1800,1320,0.5,0.15,4,2640,0,1
171,110,109,7200,6019,1.243081371,0.15,4,4842,0,1
172,111,110,7200,1320,0.272614622,0.15,4,4842,0,1
173,111,291,1800,1320,0.5,0.15,4,2640,0,1
174,112,111,7200,3379,0.697852127,0.15,4,4842,0,1
175,113,112,7200,1690,0.349029327,0.15,4,4842,0,1
176,113,183,7200,1320,0.333333333,0.15,4,3960,0,1
177,113,195,7200,1320,0.333333333,0.15,4,3960,0,1
178,114,113,7200,1531,0.316191656,0.15,4,4842,0,1
179,115,114,7200,1109,0.229037588,0.15,4,4842,0,1
180,116,115,7200,1320,0.272614622,0.15,4,4842,0,1
181,116,294,1800,1320,0.5,0.15,4,2640,0,1
182,117,116,7200,5280,1.090458488,0.15,4,4842,0,1
183,118,5,9000,5280,1.090458488,0.15,4,4842,0,1
184,119,118,7200,5280,1.090458488,0.15,4,4842,0,1
185,120,119,7200,1320,0.272614622,0.15,4,4842,0,1
186,120,400,1800,1320,0.5,0.15,4,2640,0,1
187,121,120,7200,2640,0.545229244,0.15,4,4842,0,1
188,122,121,7200,3010,0.621643949,0.15,4,4842,0,1
189,123,122,7200,1320,0.272614622,0.15,4,4842,0,1
190,123,382,1800,1320,0.5,0.15,4,2640,0,1
191,124,123,7200,4171,0.8614209,0.15,4,4842,0,1
192,125,124,7200,1320,0.272614622,0.15,4,4842,0,1
193,125,366,1800,1320,0.5,0.15,4,2640,0,1
194,126,125,7200,4171,0.8614209,0.15,4,4842,0,1
195,127,126,7200,1320,0.272614622,0.15,4,4842,0,1
196,127,350,1800,1320,0.5,0.15,4,2640,0,1
197,128,127,7200,3010,0.621643949,0.15,4,4842,0,1
198,129,128,7200,1531,0.316191656,0.15,4,4842,0,1
199,130,129,7200,1320,0.272614622,0.15,4,4842,0,1
200,130,324,1800,1320,0.5,0.15,4,2640,0,1
201,131,130,7200,4171,0.8614209,0.15,4,4842,0,1
202,132,131,7200,1531,0.316191656,0.15,4,4842,0,1
203,132,314,1800,1320,0.5,0.15,4,2640,0,1
204,133,132,7200,2270,0.468814539,0.15,4,4842,0,1
205,134,133,7200,1690,0.349029327,0.15,4,4842,0,1
206,135,134,7200,1320,0.272614622,0.15,4,4842,0,1
207,135,298,1800,1320,0.5,0.15,4,2640,0,1
208,136,135,7200,739,0.152622883,0.15,4,4842,0,1
209,137,136,7200,3062,0.632383313,0.15,4,4842,0,1
210,138,60,9000,1320,0.333333333,0.15,4,3960,0,1
211,138,137,7200,634,0.130937629,0.15,4,4842,0,1
212,138,236,9000,1320,0.333333333,0.15,4,3960,0,1
213,139,138,7200,5280,1.090458488,0.15,4,4842,0,1
214,140,139,7200,1320,0.272614622,0.15,4,4842,0,1
215,140,265,1800,1320,0.5,0.15,4,2640,0,1
216,141,140,7200,4541,0.937835605,0.15,4,4842,0,1
217,142,72,7200,1320,0.333333333,0.15,4,3960,0,1
218,142,76,7200,1320,0.333333333,0.15,4,3960,0,1
219,143,142,7200,4541,0.937835605,0.15,4,4842,0,1
220,144,143,7200,1320,0.272614622,0.15,4,4842,0,1
221,144,264,1800,1320,0.5,0.15,4,2640,0,1
222,145,144,7200,4330,0.894258571,0.15,4,4842,0,1
223,146,145,7200,581,0.119991739,0.15,4,4842,0,1
224,147,57,9000,1320,0.333333333,0.15,4,3960,0,1
225,147,146,7200,3696,0.763320942,0.15,4,4842,0,1
226,148,147,7200,1109,0.229037588,0.15,4,4842,0,1
227,149,148,7200,1320,0.272614622,0.15,4,4842,0,1
228,149,297,1800,1320,0.5,0.15,4,2640,0,1
229,150,149,7200,1690,0.349029327,0.15,4,4842,0,1
230,151,150,7200,1109,0.229037588,0.15,4,4842,0,1
231,152,151,7200,3010,0.621643949,0.15,4,4842,0,1
232,152,310,1800,1320,0.5,0.15,4,2640,0,1
233,153,152,7200,3379,0.697852127,0.15,4,4842,0,1
234,154,153,7200,1320,0.272614622,0.15,4,4842,0,1
235,154,323,1800,1320,0.5,0.15,4,2640,0,1
236,155,154,7200,1531,0.316191656,0.15,4,4842,0,1
237,156,155,7200,3010,0.621643949,0.15,4,4842,0,1
238,157,156,7200,1320,0.272614622,0.15,4,4842,0,1
239,157,349,1800,1320,0.5,0.15,4,2640,0,1
240,158,157,7200,4171,0.8614209,0.15,4,4842,0,1
241,159,158,7200,1320,0.272614622,0.15,4,4842,0,1
242,159,365,1800,1320,0.5,0.15,4,2640,0,1
243,160,159,7200,4171,0.8614209,0.15,4,4842,0,1
244,161,160,7200,1320,0.272614622,0.15,4,4842,0,1
245,161,381,1800,1320,0.5,0.15,4,2640,0,1
246,162,161,7200,3010,0.621643949,0.15,4,4842,0,1
247,163,162,7200,2640,0.545229244,0.15,4,4842,0,1
248,164,163,7200,1320,0.272614622,0.15,4,4842,0,1
249,164,399,1800,1320,0.5,0.15,4,2640,0,1
250,165,164,7200,5280,1.090458488,0.15,4,4842,0,1
251,166,6,9000,5280,1.090458488,0.15,4,4842,0,1
252,167,166,7200,5280,1.090458488,0.15,4,4842,0,1
253,168,167,7200,1320,0.272614622,0.15,4,4842,0,1
254,168,409,1800,1320,0.5,0.15,4,2640,0,1
255,169,168,7200,3749,0.774266832,0.15,4,4842,0,1
256,170,169,7200,1690,0.349029327,0.15,4,4842,0,1
257,171,170,7200,317,0.065468815,0.15,4,4842,0,1
258,171,216,7200,1320,0.333333333,0.15,4,3960,0,1
259,172,171,7200,1373,0.283560512,0.15,4,4842,0,1
260,172,393,1800,1320,0.5,0.15,4,2640,0,1
261,173,172,7200,2429,0.50165221,0.15,4,4842,0,1
262,174,173,7200,1109,0.229037588,0.15,4,4842,0,1
263,175,174,7200,1320,0.272614622,0.15,4,4842,0,1
264,175,377,1800,1320,0.5,0.15,4,2640,0,1
265,176,175,7200,3960,0.817843866,0.15,4,4842,0,1
266,177,176,7200,1320,0.272614622,0.15,4,4842,0,1
267,177,360,1800,1320,0.5,0.15,4,2640,0,1
268,178,177,7200,3960,0.817843866,0.15,4,4842,0,1
269,179,178,7200,1320,0.272614622,0.15,4,4842,0,1
270,179,336,1800,1320,0.5,0.15,4,2640,0,1
271,180,179,7200,9240,1.908302354,0.15,4,4842,0,1
272,181,180,7200,1320,0.272614622,0.15,4,4842,0,1
273,181,307,1800,1320,0.5,0.15,4,2640,0,1
274,182,181,7200,739,0.152622883,0.15,4,4842,0,1
275,183,182,7200,1901,0.392606361,0.15,4,4842,0,1
276,184,92,7200,1320,0.333333333,0.15,4,3960,0,1
277,184,112,7200,1320,0.333333333,0.15,4,3960,0,1
278,184,183,7200,1901,0.392606361,0.15,4,4842,0,1
279,185,184,7200,3590,0.741429162,0.15,4,4842,0,1
280,186,185,7200,1901,0.392606361,0.15,4,4842,0,1
281,187,186,7200,1320,0.272614622,0.15,4,4842,0,1
282,187,272,1800,1320,0.5,0.15,4,2640,0,1
283,188,187,7200,4330,0.894258571,0.15,4,4842,0,1
284,189,188,7200,3749,0.774266832,0.15,4,4842,0,1
285,190,63,7200,1320,0.333333333,0.15,4,3960,0,1
286,190,85,7200,1320,0.333333333,0.15,4,3960,0,1
287,191,190,7200,3749,0.774266832,0.15,4,4842,0,1
288,192,191,7200,4330,0.894258571,0.15,4,4842,0,1
289,193,192,7200,1320,0.272614622,0.15,4,4842,0,1
290,193,271,1800,1320,0.5,0.15,4,2640,0,1
291,194,193,7200,1901,0.392606361,0.15,4,4842,0,1
292,195,194,7200,3590,0.741429162,0.15,4,4842,0,1
293,196,92,7200,1320,0.333333333,0.15,4,3960,0,1
294,196,112,7200,1320,0.333333333,0.15,4,3960,0,1
295,196,195,7200,1901,0.392606361,0.15,4,4842,0,1
296,197,196,7200,1901,0.392606361,0.15,4,4842,0,1
297,198,197,7200,739,0.152622883,0.15,4,4842,0,1
298,199,198,7200,1320,0.272614622,0.15,4,4842,0,1
299,199,306,1800,1320,0.5,0.15,4,2640,0,1
300,200,199,7200,9240,1.908302354,0.15,4,4842,0,1
301,201,200,7200,1320,0.272614622,0.15,4,4842,0,1
302,201,335,1800,1320,0.5,0.15,4,2640,0,1
303,202,201,7200,3960,0.817843866,0.15,4,4842,0,1
304,203,202,7200,1320,0.272614622,0.15,4,4842,0,1
305,203,359,1800,1320,0.5,0.15,4,2640,0,1
306,204,203,7200,3960,0.817843866,0.15,4,4842,0,1
307,205,204,7200,1320,0.272614622,0.15,4,4842,0,1
308,205,376,1800,1320,0.5,0.15,4,2640,0,1
309,206,205,7200,1109,0.229037588,0.15,4,4842,0,1
310,207,206,7200,2429,0.50165221,0.15,4,4842,0,1
311,208,207,7200,1373,0.283560512,0.15,4,4842,0,1
312,209,208,7200,317,0.065468815,0.15,4,4842,0,1
313,209,392,1800,1320,0.5,0.15,4,2640,0,1
314,210,209,7200,1690,0.349029327,0.15,4,4842,0,1
315,210,250,7200,1320,0.333333333,0.15,4,3960,0,1
316,211,210,7200,3749,0.774266832,0.15,4,4842,0,1
317,212,211,7200,1320,0.272614622,0.15,4,4842,0,1
318,212,408,1800,1320,0.5,0.15,4,2640,0,1
319,213,212,7200,5280,1.090458488,0.15,4,4842,0,1
320,214,7,9000,5280,1.090458488,0.15,4,4842,0,1
321,215,214,9000,5280,1.090458488,0.15,4,4842,0,1
322,216,215,9000,1901,0.392606361,0.15,4,4842,0,1
323,217,169,7200,1320,0.333333333,0.15,4,3960,0,1
324,217,216,9000,2851,0.588806278,0.15,4,4842,0,1
325,218,217,9000,1373,0.283560512,0.15,4,4842,0,1
326,218,392,1800,1320,0.5,0.15,4,2640,0,1
327,219,218,9000,3749,0.774266832,0.15,4,4842,0,1
328,220,219,9000,2429,0.50165221,0.15,4,4842,0,1
329,220,363,1800,1320,0.5,0.15,4,2640,0,1
330,221,220,9000,5650,1.166873193,0.15,4,4842,0,1
331,222,221,9000,1531,0.316191656,0.15,4,4842,0,1
332,223,222,9000,2059,0.425237505,0.15,4,4842,0,1
333,223,346,1800,1320,0.5,0.15,4,2640,0,1
334,224,223,9000,4699,0.970466749,0.15,4,4842,0,1
335,225,224,9000,3010,0.621643949,0.15,4,4842,0,1
336,225,330,1800,1320,0.5,0.15,4,2640,0,1
337,226,225,9000,4541,0.937835605,0.15,4,4842,0,1
338,227,226,9000,1901,0.392606361,0.15,4,4842,0,1
339,227,311,1800,1320,0.5,0.15,4,2640,0,1
340,228,227,9000,5280,1.090458488,0.15,4,4842,0,1
341,229,228,9000,2270,0.468814539,0.15,4,4842,0,1
342,229,277,1800,1320,0.5,0.15,4,2640,0,1
343,230,229,9000,581,0.119991739,0.15,4,4842,0,1
344,231,56,9000,1320,0.333333333,0.15,4,3960,0,1
345,231,230,9000,1426,0.294506402,0.15,4,4842,0,1
346,232,58,9000,1320,0.333333333,0.15,4,3960,0,1
347,232,231,9000,1531,0.316191656,0.15,4,4842,0,1
348,233,232,9000,5280,1.090458488,0.15,4,4842,0,1
349,234,4,9000,5280,1.090458488,0.15,4,4842,0,1
350,235,234,9000,5280,1.090458488,0.15,4,4842,0,1
351,236,235,9000,581,0.119991739,0.15,4,4842,0,1
352,237,236,9000,1214,0.250722842,0.15,4,4842,0,1
353,238,55,9000,1320,0.333333333,0.15,4,3960,0,1
354,238,61,9000,1320,0.333333333,0.15,4,3960,0,1
355,238,237,9000,1109,0.229037588,0.15,4,4842,0,1
356,239,238,9000,1109,0.229037588,0.15,4,4842,0,1
357,240,239,9000,2270,0.468814539,0.15,4,4842,0,1
358,240,299,1800,1320,0.5,0.15,4,2640,0,1
359,241,240,9000,4541,0.937835605,0.15,4,4842,0,1
360,242,241,9000,3010,0.621643949,0.15,4,4842,0,1
361,242,317,1800,1320,0.5,0.15,4,2640,0,1
362,243,242,9000,4541,0.937835605,0.15,4,4842,0,1
363,244,243,9000,1901,0.392606361,0.15,4,4842,0,1
364,244,339,1800,1320,0.5,0.15,4,2640,0,1
365,245,244,9000,5069,1.046881454,0.15,4,4842,0,1
366,246,245,9000,3010,0.621643949,0.15,4,4842,0,1
367,246,347,1800,1320,0.5,0.15,4,2640,0,1
368,247,246,9000,5650,1.166873193,0.15,4,4842,0,1
369,248,247,9000,1901,0.392606361,0.15,4,4842,0,1
370,248,374,1800,1320,0.5,0.15,4,2640,0,1
371,249,248,9000,4330,0.894258571,0.15,4,4842,0,1
372,250,249,9000,1742,0.359768691,0.15,4,4842,0,1
373,251,250,9000,264,0.054522924,0.15,4,4842,0,1
374,251,391,1800,1320,0.5,0.15,4,2640,0,1
375,252,208,7200,1320,0.333333333,0.15,4,3960,0,1
376,252,251,9000,2534,0.523337464,0.15,4,4842,0,1
377,253,252,9000,5280,1.090458488,0.15,4,4842,0,1
378,254,15,5400,2640,1.0,0.15,4,2640,0,1
379,254,255,5400,5280,2.0,0.15,4,2640,0,1
380,255,70,1800,1320,0.5,0.15,4,2640,0,1
381,255,254,5400,5280,2.0,0.15,4,2640,0,1
382,255,256,5400,1320,0.5,0.15,4,2640,0,1
383,256,78,1800,1320,0.5,0.15,4,2640,0,1
384,256,255,5400,1320,0.5,0.15,4,2640,0,1
385,256,266,5400,5069,1.920075758,0.15,4,2640,0,1
386,257,14,5400,2640,1.0,0.15,4,2640,0,1
387,257,258,5400,5280,2.0,0.15,4,2640,0,1
388,258,68,1800,1320,0.5,0.15,4,2640,0,1
389,258,257,5400,5280,2.0,0.15,4,2640,0,1
390,258,259,5400,1320,0.5,0.15,4,2640,0,1
391,259,80,1800,1320,0.5,0.15,4,2640,0,1
392,259,258,5400,1320,0.5,0.15,4,2640,0,1
393,259,267,5400,5069,1.920075758,0.15,4,2640,0,1
394,260,66,1800,1320,0.5,0.15,4,2640,0,1
395,260,261,5400,1320,0.5,0.15,4,2640,0,1
396,261,82,1800,1320,0.5,0.15,4,2640,0,1
397,261,260,5400,1320,0.5,0.15,4,2640,0,1
398,261,269,5400,4910,1.859848485,0.15,4,2640,0,1
399,262,13,5400,2640,1.0,0.15,4,2640,0,1
400,262,273,5400,5280,2.0,0.15,4,2640,0,1
401,263,16,5400,2640,1.0,0.15,4,2640,0,1
402,263,264,5400,5280,2.0,0.15,4,2640,0,1
403,264,143,1800,1320,0.5,0.15,4,2640,0,1
404,264,263,5400,5280,2.0,0.15,4,2640,0,1
405,264,265,5400,1320,0.5,0.15,4,2640,0,1
406,265,139,1800,1320,0.5,0.15,4,2640,0,1
407,265,264,5400,1320,0.5,0.15,4,2640,0,1
408,265,266,5400,2640,1.0,0.15,4,2640,0,1
409,266,24,12600,1320,0.149068323,0.15,4,8855,0,1
410,266,39,5400,3854,1.459848485,0.15,4,2640,0,1
411,266,256,5400,5069,1.920075758,0.15,4,2640,0,1
412,266,265,5400,2640,1.0,0.15,4,2640,0,1
413,266,277,5400,9451,3.579924242,0.15,4,2640,0,1
414,267,24,12600,1320,0.149068323,0.15,4,8855,0,1
415,267,39,5400,3854,1.459848485,0.15,4,2640,0,1
416,267,259,5400,5069,1.920075758,0.15,4,2640,0,1
417,267,268,5400,2640,1.0,0.15,4,2640,0,1
418,267,281,5400,4330,1.640151515,0.15,4,2640,0,1
419,268,25,12600,1320,0.149068323,0.15,4,8855,0,1
420,268,40,5400,3485,1.320075758,0.15,4,2640,0,1
421,268,267,5400,2640,1.0,0.15,4,2640,0,1
422,268,287,5400,4541,1.720075758,0.15,4,2640,0,1
423,269,25,12600,1320,0.149068323,0.15,4,8855,0,1
424,269,40,5400,3485,1.320075758,0.15,4,2640,0,1
425,269,261,5400,4910,1.859848485,0.15,4,2640,0,1
426,269,270,5400,2640,1.0,0.15,4,2640,0,1
427,269,290,5400,6600,2.5,0.15,4,2640,0,1
428,270,269,5400,2640,1.0,0.15,4,2640,0,1
429,270,271,5400,1531,0.579924242,0.15,4,2640,0,1
430,271,192,1800,1320,0.5,0.15,4,2640,0,1
431,271,270,5400,1531,0.579924242,0.15,4,2640,0,1
432,271,272,5400,1320,0.5,0.15,4,2640,0,1
433,272,186,1800,1320,0.5,0.15,4,2640,0,1
434,272,271,5400,1320,0.5,0.15,4,2640,0,1
435,272,273,5400,6019,2.279924242,0.15,4,2640,0,1
436,273,26,12600,1320,0.149068323,0.15,4,8855,0,1
437,273,41,5400,2640,1.0,0.15,4,2640,0,1
438,273,262,5400,5280,2.0,0.15,4,2640,0,1
439,273,272,5400,739,0.279924242,0.15,4,2640,0,1
440,273,292,5400,5280,2.0,0.15,4,2640,0,1
441,274,26,12600,1320,0.149068323,0.15,4,8855,0,1
442,274,41,5400,2640,1.0,0.15,4,2640,0,1
443,274,275,5400,5280,2.0,0.15,4,2640,0,1
444,274,293,5400,3749,1.420075758,0.15,4,2640,0,1
445,275,12,5400,2640,1.0,0.15,4,2640,0,1
446,275,274,5400,5280,2.0,0.15,4,2640,0,1
447,276,17,5400,2640,1.0,0.15,4,2640,0,1
448,276,296,5400,5280,2.0,0.15,4,2640,0,1
449,277,228,1800,1320,0.5,0.15,4,2640,0,1
450,277,266,5400,9451,3.579924242,0.15,4,2640,0,1
451,277,299,5400,1901,0.720075758,0.15,4,2640,0,1
452,278,100,1800,1320,0.5,0.15,4,2640,0,1
453,278,279,5400,1320,0.5,0.15,4,2640,0,1
454,279,104,1800,1320,0.5,0.15,4,2640,0,1
455,279,278,5400,1320,0.5,0.15,4,2640,0,1
456,279,280,5400,1109,0.420075758,0.15,4,2640,0,1
457,280,279,5400,1109,0.420075758,0.15,4,2640,0,1
458,280,300,5400,1109,0.420075758,0.15,4,2640,0,1
