,init_node,term_node,capacity,length,free_flow_time,b,power,speed,toll,link_type
172,58,59,2800.0,148.0,7.666667,1.0,4.0,0.0,0.0,1
173,58,122,2800.0,222.0,18.666667,1.0,4.0,0.0,0.0,1
174,59,53,2800.0,247.0,9.333333,1.0,4.0,0.0,0.0,1
175,59,60,900.0,37.0,1.0,1.0,4.0,0.0,0.0,1
176,59,93,900.0,101.0,3.333333,1.0,4.0,0.0,0.0,1
177,60,20,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0
178,60,58,2800.0,156.0,15.0,1.0,4.0,0.0,0.0,1
179,60,59,900.0,37.0,1.0,1.0,4.0,0.0,0.0,1
180,61,3,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0
181,61,44,2800.0,163.0,19.666667,1.0,4.0,0.0,0.0,1
182,62,3,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0
183,62,61,2800.0,12.0,0.666667,1.0,4.0,0.0,0.0,1
184,62,82,2400.0,430.0,9.0,1.0,4.0,0.0,0.0,1
185,63,64,2800.0,589.0,16.666667,1.0,4.0,0.0,0.0,1
186,64,67,2800.0,14.0,0.333333,1.0,4.0,0.0,0.0,1
187,64,88,900.0,113.0,5.666667,1.0,4.0,0.0,0.0,1
188,65,21,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0
189,65,51,2800.0,504.0,17.666667,1.0,4.0,0.0,0.0,1
190,66,64,900.0,26.0,1.0,1.0,4.0,0.0,0.0,1
191,66,65,2800.0,401.0,11.333333,1.0,4.0,0.0,0.0,1
192,66,208,900.0,85.0,2.666667,1.0,4.0,0.0,0.0,1
193,67,66,900.0,25.0,2.333333,1.0,4.0,0.0,0.0,1
194,67,185,2800.0,276.0,7.333333,1.0,4.0,0.0,0.0,1
195,68,13,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0
196,68,69,900.0,11.0,0.333333,1.0,4.0,0.0,0.0,1
197,68,77,2400.0,223.0,6.0,1.0,4.0,0.0,0.0,1
198,68,220,900.0,112.0,2.666667,1.0,4.0,0.0,0.0,1
199,69,68,900.0,11.0,0.333333,1.0,4.0,0.0,0.0,1
200,69,72,2400.0,107.0,3.333333,1.0,4.0,0.0,0.0,1
201,69,111,900.0,135.0,3.333333,1.0,4.0,0.0,0.0,1
202,70,4,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0
203,70,71,2400.0,260.0,5.333333,1.0,4.0,0.0,0.0,1
204,70,75,900.0,18.0,0.333333,1.0,4.0,0.0,0.0,1
205,71,4,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0
206,71,24,600.0,287.0,7.333333,1.0,4.0,0.0,0.0,1
207,71,61,2400.0,323.0,7.0,1.0,4.0,0.0,0.0,1
208,72,13,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0
209,72,80,2400.0,166.0,5.0,1.0,4.0,0.0,0.0,1
210,73,5,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0
211,73,69,2400.0,186.0,8.666667,1.0,4.0,0.0,0.0,1
212,74,10,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0
213,74,70,2400.0,128.0,2.666667,1.0,4.0,0.0,0.0,1
214,75,4,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0
215,75,70,900.0,18.0,0.333333,1.0,4.0,0.0,0.0,1
216,75,76,2400.0,128.0,2.666667,1.0,4.0,0.0,0.0,1
217,75,123,900.0,107.0,2.666667,1.0,4.0,0.0,0.0,1
218,76,10,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0
219,76,79,2400.0,89.0,2.0,1.0,4.0,0.0,0.0,1
220,77,5,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0
221,77,78,2400.0,16.0,0.333333,1.0,4.0,0.0,0.0,1
222,78,5,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0
223,78,96,2400.0,142.0,9.0,1.0,4.0,0.0,0.0,1
224,79,10,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0
225,79,68,2400.0,291.0,12.666667,1.0,4.0,0.0,0.0,1
226,79,80,900.0,19.0,0.333333,1.0,4.0,0.0,0.0,1
227,79,123,900.0,185.0,4.666667,1.0,4.0,0.0,0.0,1
228,80,10,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0
229,80,79,900.0,19.0,0.333333,1.0,4.0,0.0,0.0,1
230,80,81,2400.0,24.0,0.666667,1.0,4.0,0.0,0.0,1
231,81,74,2400.0,90.0,2.333333,1.0,4.0,0.0,0.0,1
232,82,4,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0
233,82,75,2400.0,152.0,3.333333,1.0,4.0,0.0,0.0,1
234,84,83,2400.0,104.0,2.666667,1.0,4.0,0.0,0.0,1
235,84,85,900.0,16.0,0.333333,1.0,4.0,0.0,0.0,1
236,84,216,900.0,247.0,6.333333,1.0,4.0,0.0,0.0,1
237,85,34,2400.0,218.0,4.666667,1.0,4.0,0.0,0.0,1
238,85,84,900.0,16.0,0.333333,1.0,4.0,0.0,0.0,1
239,86,119,2800.0,213.0,5.333333,1.0,4.0,0.0,0.0,1
240,86,120,900.0,252.0,12.666667,1.0,4.0,0.0,0.0,1
241,86,191,2800.0,456.0,13.0,1.0,4.0,0.0,0.0,1
242,87,86,2800.0,161.0,4.0,1.0,4.0,0.0,0.0,1
243,88,17,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0
244,88,89,900.0,20.0,0.333333,1.0,4.0,0.0,0.0,1
245,88,91,900.0,49.0,1.666667,1.0,4.0,0.0,0.0,1
246,88,213,900.0,399.0,14.333333,1.0,4.0,0.0,0.0,1
247,89,17,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0
248,89,88,900.0,20.0,1.0,1.0,4.0,0.0,0.0,1
249,89,90,900.0,86.0,6.333333,1.0,4.0,0.0,0.0,1
250,90,67,900.0,29.0,0.666667,1.0,4.0,0.0,0.0,1
251,91,160,600.0,519.0,23.666667,1.0,4.0,0.0,0.0,1
252,92,12,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0
253,92,59,900.0,286.0,7.0,1.0,4.0,0.0,0.0,1
254,93,125,900.0,465.0,11.666667,1.0,4.0,0.0,0.0,1
255,94,12,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0
256,94,53,900.0,227.0,5.666667,1.0,4.0,0.0,0.0,1
257,95,46,900.0,296.0,7.333333,1.0,4.0,0.0,0.0,1
258,95,129,900.0,182.0,7.0,1.0,4.0,0.0,0.0,1
259,96,5,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0
260,96,97,900.0,16.0,0.333333,1.0,4.0,0.0,0.0,1
261,97,73,2400.0,194.0,5.666667,1.0,4.0,0.0,0.0,1
262,97,96,900.0,16.0,0.333333,1.0,4.0,0.0,0.0,1
263,97,133,900.0,202.0,5.0,1.0,4.0,0.0,0.0,1
264,98,108,600.0,88.0,2.333333,1.0,4.0,0.0,0.0,1
265,99,8,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0
266,99,16,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0
267,99,100,900.0,217.0,5.333333,1.0,4.0,0.0,0.0,1
268,99,110,900.0,90.0,2.333333,1.0,4.0,0.0,0.0,1
269,99,114,900.0,150.0,6.333333,1.0,4.0,0.0,0.0,1
270,100,16,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0
271,100,99,900.0,217.0,6.333333,1.0,4.0,0.0,0.0,1
272,100,106,900.0,168.0,4.333333,1.0,4.0,0.0,0.0,1
273,100,107,600.0,264.0,6.666667,1.0,4.0,0.0,0.0,1
274,101,111,900.0,173.0,5.333333,1.0,4.0,0.0,0.0,1
275,101,144,900.0,181.0,4.666667,1.0,4.0,0.0,0.0,1
276,102,112,600.0,292.0,13.0,1.0,4.0,0.0,0.0,1
277,103,16,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0
278,103,99,900.0,29.0,0.666667,1.0,4.0,0.0,0.0,1
279,104,16,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0
280,104,116,900.0,96.0,2.333333,1.0,4.0,0.0,0.0,1
281,105,107,600.0,218.0,5.333333,1.0,4.0,0.0,0.0,1
282,106,100,900.0,168.0,5.666667,1.0,4.0,0.0,0.0,1
283,106,107,600.0,159.0,6.666667,1.0,4.0,0.0,0.0,1
284,106,118,900.0,133.0,3.666667,1.0,4.0,0.0,0.0,1
285,107,100,600.0,264.0,6.666667,1.0,4.0,0.0,0.0,1
286,107,102,600.0,55.0,2.333333,1.0,4.0,0.0,0.0,1
287,107,106,600.0,159.0,8.0,1.0,4.0,0.0,0.0,1
288,108,74,600.0,162.0,4.333333,1.0,4.0,0.0,0.0,1
289,109,106,900.0,291.0,11.0,1.0,4.0,0.0,0.0,1
290,109,115,600.0,115.0,5.333333,1.0,4.0,0.0,0.0,1
291,109,117,2800.0,375.0,13.0,1.0,4.0,0.0,0.0,1
292,110,99,900.0,90.0,5.0,1.0,4.0,0.0,0.0,1
293,110,117,900.0,153.0,3.666667,1.0,4.0,0.0,0.0,1
294,111,69,900.0,135.0,13.333333,1.0,4.0,0.0,0.0,1
295,111,98,600.0,101.0,2.666667,1.0,4.0,0.0,0.0,1
296,111,101,900.0,173.0,4.333333,1.0,4.0,0.0,0.0,1
297,112,105,600.0,129.0,4.0,1.0,4.0,0.0,0.0,1
298,112,115,600.0,675.0,17.0,1.0,4.0,0.0,0.0,1
299,112,130,600.0,97.0,2.333333,1.0,4.0,0.0,0.0,1
300,113,8,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0
301,113,103,900.0,68.0,2.0,1.0,4.0,0.0,0.0,1
302,114,8,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0
303,114,120,900.0,167.0,15.333333,1.0,4.0,0.0,0.0,1
304,115,109,600.0,115.0,3.0,1.0,4.0,0.0,0.0,1
305,115,112,600.0,675.0,33.666667,1.0,4.0,0.0,0.0,1
306,116,8,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0
307,116,110,900.0,141.0,3.666667,1.0,4.0,0.0,0.0,1
308,116,114,900.0,38.0,1.333333,1.0,4.0,0.0,0.0,1
309,117,109,2800.0,375.0,19.666667,1.0,4.0,0.0,0.0,1
310,117,110,900.0,153.0,5.0,1.0,4.0,0.0,0.0,1
311,117,119,2800.0,123.0,3.0,1.0,4.0,0.0,0.0,1
312,118,109,900.0,158.0,21.0,1.0,4.0,0.0,0.0,1
313,119,86,2800.0,213.0,5.0,1.0,4.0,0.0,0.0,1
314,119,116,600.0,200.0,5.0,1.0,4.0,0.0,0.0,1
315,119,117,2800.0,123.0,4.666667,1.0,4.0,0.0,0.0,1
316,120,86,900.0,252.0,6.333333,1.0,4.0,0.0,0.0,1
317,120,116,900.0,205.0,5.0,1.0,4.0,0.0,0.0,1
318,120,121,600.0,60.0,2.333333,1.0,4.0,0.0,0.0,1
319,121,120,600.0,60.0,1.666667,1.0,4.0,0.0,0.0,1
320,121,125,600.0,417.0,10.333333,1.0,4.0,0.0,0.0,1
321,122,192,2800.0,340.0,16.333333,1.0,4.0,0.0,0.0,1
322,123,79,900.0,185.0,7.666667,1.0,4.0,0.0,0.0,1
323,123,95,900.0,275.0,7.0,1.0,4.0,0.0,0.0,1
324,123,124,900.0,100.0,2.333333,1.0,4.0,0.0,0.0,1
325,124,123,900.0,100.0,2.333333,1.0,4.0,0.0,0.0,1
326,124,127,900.0,142.0,3.666667,1.0,4.0,0.0,0.0,1
327,125,92,900.0,280.0,7.0,1.0,4.0,0.0,0.0,1
328,125,126,900.0,171.0,4.333333,1.0,4.0,0.0,0.0,1
329,125,221,600.0,176.0,4.333333,1.0,4.0,0.0,0.0,1
330,126,12,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0
331,126,125,900.0,171.0,4.333333,1.0,4.0,0.0,0.0,1
332,126,127,900.0,110.0,2.666667,1.0,4.0,0.0,0.0,1
333,127,12,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0
334,127,94,900.0,340.0,8.333333,1.0,4.0,0.0,0.0,1
335,127,124,900.0,142.0,3.666667,1.0,4.0,0.0,0.0,1
336,127,126,900.0,110.0,2.666667,1.0,4.0,0.0,0.0,1
337,127,220,900.0,391.0,9.666667,1.0,4.0,0.0,0.0,1
338,128,13,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0
339,128,127,900.0,100.0,2.333333,1.0,4.0,0.0,0.0,1
340,129,123,900.0,93.0,3.0,1.0,4.0,0.0,0.0,1
341,131,132,600.0,92.0,2.333333,1.0,4.0,0.0,0.0,1
342,132,97,900.0,293.0,19.666667,1.0,4.0,0.0,0.0,1
343,132,135,900.0,104.0,3.0,1.0,4.0,0.0,0.0,1
344,133,132,900.0,91.0,2.333333,1.0,4.0,0.0,0.0,1
345,134,11,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0
346,134,132,900.0,311.0,8.666667,1.0,4.0,0.0,0.0,1
347,134,143,900.0,113.0,2.666667,1.0,4.0,0.0,0.0,1
348,135,134,900.0,207.0,5.333333,1.0,4.0,0.0,0.0,1
349,136,19,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0
350,136,138,900.0,127.0,4.0,1.0,4.0,0.0,0.0,1
351,136,140,900.0,527.0,20.666667,1.0,4.0,0.0,0.0,1
352,137,136,900.0,234.0,6.0,1.0,4.0,0.0,0.0,1
353,138,19,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0
354,138,139,900.0,80.0,2.333333,1.0,4.0,0.0,0.0,1
355,139,19,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0
356,139,141,900.0,109.0,8.333333,1.0,4.0,0.0,0.0,1
357,140,9,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0
358,140,219,900.0,15.0,0.333333,1.0,4.0,0.0,0.0,1
359,141,27,900.0,212.0,26.666667,1.0,4.0,0.0,0.0,1
360,141,136,900.0,316.0,13.0,1.0,4.0,0.0,0.0,1
361,142,11,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0
362,142,101,900.0,73.0,2.0,1.0,4.0,0.0,0.0,1
363,143,134,900.0,113.0,3.0,1.0,4.0,0.0,0.0,1
364,143,145,900.0,180.0,6.666667,1.0,4.0,0.0,0.0,1
365,144,11,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0
366,144,57,600.0,178.0,4.333333,1.0,4.0,0.0,0.0,1
367,144,142,900.0,108.0,3.333333,1.0,4.0,0.0,0.0,1
368,144,146,900.0,78.0,3.0,1.0,4.0,0.0,0.0,1
369,145,11,999999.0,0.0,0.0,0.0,4.0,0.0,0.0,0
370,145,55,900.0,178.0,4.333333,1.0,4.0,0.0,0.0,1
371,145,143,900.0,180.0,4.666667,1.0,4.0,0.0,0.0,1
372,145,146,900.0,115.0,4.0,1.0,4.0,0.0,0.0,1
373,146,144,900.0,78.0,2.666667,1.0,4.0,0.0,0.0,1
374,146,145,900.0,115.0,3.0,1.0,4.0,0.0,0.0,1
375,147,148,2800.0,27.0,0.666667,1.0,4.0,0.0,0.0,1
